artifact_id,workflow_run_id,request_id,artifact_type,version_no,storage_uri,created_at,created_by,is_latest_version
ART-0007-01-06,RUN-0007-01,REQ-0007,recommendation_packet,1,artifacts/REQ-0007/RUN-0007-01/recommendation_packet_v1.json,2026-01-28 02:00:00,system,1
ART-0008-01-01,RUN-0008-01,REQ-0008,parsed_scenario,1,artifacts/REQ-0008/RUN-0008-01/parsed_scenario_v1.json,2026-03-23 16:00:00,system,1
ART-0008-01-02,RUN-0008-01,REQ-0008,validation_report,1,artifacts/REQ-0008/RUN-0008-01/validation_report_v1.json,2026-03-23 16:10:00,system,1
ART-0008-01-03,RUN-0008-01,REQ-0008,optimization_result,1,artifacts/REQ-0008/RUN-0008-01/optimization_result_v1.json,2026-03-23 16:20:00,system,1
ART-0008-01-04,RUN-0008-01,REQ-0008,decision_audit,1,artifacts/REQ-0008/RUN-0008-01/decision_audit_v1.json,2026-03-23 16:30:00,system,1
ART-0008-01-05,RUN-0008-01,REQ-0008,sensitivity_report,1,artifacts/REQ-0008/RUN-0008-01/sensitivity_report_v1.json,2026-03-23 16:40:00,system,1
ART-0008-01-06,RUN-0008-01,REQ-0008,recommendation_packet,1,artifacts/REQ-0008/RUN-0008-01/recommendation_packet_v1.json,2026-03-23 16:50:00,system,1
ART-0009-01-01,RUN-0009-01,REQ-0009,parsed_scenario,1,artifacts/REQ-0009/RUN-0009-01/parsed_scenario_v1.json,2026-03-27 04:47:00,system,1
ART-0009-01-02,RUN-0009-01,REQ-0009,validation_report,1,artifacts/REQ-0009/RUN-0009-01/validation_report_v1.json,2026-03-27 04:57:00,system,1
ART-0010-01-01,RUN-0010-01,REQ-0010,parsed_scenario,1,artifacts/REQ-0010/RUN-0010-01/parsed_scenario_v1.json,2026-03-20 08:05:00,system,1
ART-0010-01-02,RUN-0010-01,REQ-0010,validation_report,1,artifacts/REQ-0010/RUN-0010-01/validation_report_v1.json,2026-03-20 08:15:00,system,1
ART-0010-01-03,RUN-0010-01,REQ-0010,optimization_result,1,artifacts/REQ-0010/RUN-0010-01/optimization_result_v1.json,2026-03-20 08:25:00,system,1
ART-0010-01-04,RUN-0010-01,REQ-0010,decision_audit,1,artifacts/REQ-0010/RUN-0010-01/decision_audit_v1.json,2026-03-20 08:35:00,system,1
ART-0010-01-05,RUN-0010-01,REQ-0010,sensitivity_report,1,artifacts/REQ-0010/RUN-0010-01/sensitivity_report_v1.json,2026-03-20 08:45:00,system,1
ART-0010-01-06,RUN-0010-01,REQ-0010,recommendation_packet,1,artifacts/REQ-0010/RUN-0010-01/recommendation_packet_v1.json,2026-03-20 08:55:00,system,1
ART-0011-01-01,RUN-0011-01,REQ-0011,parsed_scenario,1,artifacts/REQ-0011/RUN-0011-01/parsed_scenario_v1.json,2026-02-17 08:24:00,system,1
ART-0011-01-02,RUN-0011-01,REQ-0011,validation_report,1,artifacts/REQ-0011/RUN-0011-01/validation_report_v1.json,2026-02-17 08:34:00,system,1
ART-0011-01-03,RUN-0011-01,REQ-0011,optimization_result,1,artifacts/REQ-0011/RUN-0011-01/optimization_result_v1.json,2026-02-17 08:44:00,system,1
ART-0011-01-04,RUN-0011-01,REQ-0011,decision_audit,1,artifacts/REQ-0011/RUN-0011-01/decision_audit_v1.json,2026-02-17 08:54:00,system,1
ART-0011-01-05,RUN-0011-01,REQ-0011,sensitivity_report,1,artifacts/REQ-0011/RUN-0011-01/sensitivity_report_v1.json,2026-02-17 09:04:00,system,1
ART-0011-01-06,RUN-0011-01,REQ-0011,recommendation_packet,1,artifacts/REQ-0011/RUN-0011-01/recommendation_packet_v1.json,2026-02-17 09:14:00,system,1
ART-0012-01-01,RUN-0012-01,REQ-0012,parsed_scenario,1,artifacts/REQ-0012/RUN-0012-01/parsed_scenario_v1.json,2026-01-30 10:55:00,system,1
ART-0012-01-02,RUN-0012-01,REQ-0012,validation_report,1,artifacts/REQ-0012/RUN-0012-01/validation_report_v1.json,2026-01-30 11:05:00,system,1
ART-0012-01-03,RUN-0012-01,REQ-0012,optimization_result,1,artifacts/REQ-0012/RUN-0012-01/optimization_result_v1.json,2026-01-30 11:15:00,system,1
ART-0012-01-04,RUN-0012-01,REQ-0012,decision_audit,1,artifacts/REQ-0012/RUN-0012-01/decision_audit_v1.json,2026-01-30 11:25:00,system,1
ART-0012-01-05,RUN-0012-01,REQ-0012,sensitivity_report,1,artifacts/REQ-0012/RUN-0012-01/sensitivity_report_v1.json,2026-01-30 11:35:00,system,1
ART-0012-01-06,RUN-0012-01,REQ-0012,recommendation_packet,1,artifacts/REQ-0012/RUN-0012-01/recommendation_packet_v1.json,2026-01-30 11:45:00,system,1
ART-0013-01-01,RUN-0013-01,REQ-0013,parsed_scenario,1,artifacts/REQ-0013/RUN-0013-01/parsed_scenario_v1.json,2026-01-26 19:50:00,system,1
ART-0013-01-02,RUN-0013-01,REQ-0013,validation_report,1,artifacts/REQ-0013/RUN-0013-01/validation_report_v1.json,2026-01-26 20:00:00,system,1
ART-0013-01-03,RUN-0013-01,REQ-0013,optimization_result,1,artifacts/REQ-0013/RUN-0013-01/optimization_result_v1.json,2026-01-26 20:10:00,system,1
ART-0013-01-04,RUN-0013-01,REQ-0013,decision_audit,1,artifacts/REQ-0013/RUN-0013-01/decision_audit_v1.json,2026-01-26 20:20:00,system,1
ART-0013-01-05,RUN-0013-01,REQ-0013,sensitivity_report,1,artifacts/REQ-0013/RUN-0013-01/sensitivity_report_v1.json,2026-01-26 20:30:00,system,1
ART-0013-01-06,RUN-0013-01,REQ-0013,recommendation_packet,1,artifacts/REQ-0013/RUN-0013-01/recommendation_packet_v1.json,2026-01-26 20:40:00,system,1
ART-0014-01-01,RUN-0014-01,REQ-0014,parsed_scenario,1,artifacts/REQ-0014/RUN-0014-01/parsed_scenario_v1.json,2026-01-30 02:20:00,system,1
ART-0014-01-02,RUN-0014-01,REQ-0014,validation_report,1,artifacts/REQ-0014/RUN-0014-01/validation_report_v1.json,2026-01-30 02:30:00,system,1
ART-0014-01-03,RUN-0014-01,REQ-0014,optimization_result,1,artifacts/REQ-0014/RUN-0014-01/optimization_result_v1.json,2026-01-30 02:40:00,system,1
ART-0014-01-04,RUN-0014-01,REQ-0014,decision_audit,1,artifacts/REQ-0014/RUN-0014-01/decision_audit_v1.json,2026-01-30 02:50:00,system,1
ART-0014-01-05,RUN-0014-01,REQ-0014,sensitivity_report,1,artifacts/REQ-0014/RUN-0014-01/sensitivity_report_v1.json,2026-01-30 03:00:00,system,1
ART-0014-01-06,RUN-0014-01,REQ-0014,recommendation_packet,1,artifacts/REQ-0014/RUN-0014-01/recommendation_packet_v1.json,2026-01-30 03:10:00,system,1
ART-0015-01-01,RUN-0015-01,REQ-0015,parsed_scenario,1,artifacts/REQ-0015/RUN-0015-01/parsed_scenario_v1.json,2026-02-03 01:29:00,system,1
ART-0015-01-02,RUN-0015-01,REQ-0015,validation_report,1,artifacts/REQ-0015/RUN-0015-01/validation_report_v1.json,2026-02-03 01:39:00,system,1
ART-0015-01-03,RUN-0015-01,REQ-0015,optimization_result,1,artifacts/REQ-0015/RUN-0015-01/optimization_result_v1.json,2026-02-03 01:49:00,system,1
ART-0015-01-04,RUN-0015-01,REQ-0015,decision_audit,1,artifacts/REQ-0015/RUN-0015-01/decision_audit_v1.json,2026-02-03 01:59:00,system,1
ART-0015-01-05,RUN-0015-01,REQ-0015,sensitivity_report,1,artifacts/REQ-0015/RUN-0015-01/sensitivity_report_v1.json,2026-02-03 02:09:00,system,1
ART-0015-01-06,RUN-0015-01,REQ-0015,recommendation_packet,1,artifacts/REQ-0015/RUN-0015-01/recommendation_packet_v1.json,2026-02-03 02:19:00,system,1
ART-0016-01-01,RUN-0016-01,REQ-0016,parsed_scenario,1,artifacts/REQ-0016/RUN-0016-01/parsed_scenario_v1.json,2026-01-29 00:18:00,system,1
ART-0016-01-02,RUN-0016-01,REQ-0016,validation_report,1,artifacts/REQ-0016/RUN-0016-01/validation_report_v1.json,2026-01-29 00:28:00,system,1
ART-0016-01-03,RUN-0016-01,REQ-0016,optimization_result,1,artifacts/REQ-0016/RUN-0016-01/optimization_result_v1.json,2026-01-29 00:38:00,system,1
ART-0016-01-04,RUN-0016-01,REQ-0016,decision_audit,1,artifacts/REQ-0016/RUN-0016-01/decision_audit_v1.json,2026-01-29 00:48:00,system,1
ART-0016-01-05,RUN-0016-01,REQ-0016,sensitivity_report,1,artifacts/REQ-0016/RUN-0016-01/sensitivity_report_v1.json,2026-01-29 00:58:00,system,1
ART-0016-01-06,RUN-0016-01,REQ-0016,recommendation_packet,1,artifacts/REQ-0016/RUN-0016-01/recommendation_packet_v1.json,2026-01-29 01:08:00,system,1
ART-0017-01-01,RUN-0017-01,REQ-0017,parsed_scenario,1,artifacts/REQ-0017/RUN-0017-01/parsed_scenario_v1.json,2026-01-18 21:21:00,system,1
ART-0017-01-02,RUN-0017-01,REQ-0017,validation_report,1,artifacts/REQ-0017/RUN-0017-01/validation_report_v1.json,2026-01-18 21:31:00,system,1
ART-0017-01-03,RUN-0017-01,REQ-0017,optimization_result,1,artifacts/REQ-0017/RUN-0017-01/optimization_result_v1.json,2026-01-18 21:41:00,system,1
ART-0017-01-04,RUN-0017-01,REQ-0017,decision_audit,1,artifacts/REQ-0017/RUN-0017-01/decision_audit_v1.json,2026-01-18 21:51:00,system,1
ART-0017-01-05,RUN-0017-01,REQ-0017,sensitivity_report,1,artifacts/REQ-0017/RUN-0017-01/sensitivity_report_v1.json,2026-01-18 22:01:00,system,1
ART-0017-01-06,RUN-0017-01,REQ-0017,recommendation_packet,1,artifacts/REQ-0017/RUN-0017-01/recommendation_packet_v1.json,2026-01-18 22:11:00,system,1
ART-0018-01-01,RUN-0018-01,REQ-0018,parsed_scenario,1,artifacts/REQ-0018/RUN-0018-01/parsed_scenario_v1.json,2026-01-15 11:26:00,system,1
ART-0018-01-02,RUN-0018-01,REQ-0018,validation_report,1,artifacts/REQ-0018/RUN-0018-01/validation_report_v1.json,2026-01-15 11:36:00,system,1
ART-0018-01-03,RUN-0018-01,REQ-0018,optimization_result,1,artifacts/REQ-0018/RUN-0018-01/optimization_result_v1.json,2026-01-15 11:46:00,system,1
ART-0018-01-04,RUN-0018-01,REQ-0018,decision_audit,1,artifacts/REQ-0018/RUN-0018-01/decision_audit_v1.json,2026-01-15 11:56:00,system,1
ART-0018-01-05,RUN-0018-01,REQ-0018,sensitivity_report,1,artifacts/REQ-0018/RUN-0018-01/sensitivity_report_v1.json,2026-01-15 12:06:00,system,1
ART-0018-01-06,RUN-0018-01,REQ-0018,recommendation_packet,1,artifacts/REQ-0018/RUN-0018-01/recommendation_packet_v1.json,2026-01-15 12:16:00,system,1
ART-0019-01-01,RUN-0019-01,REQ-0019,parsed_scenario,1,artifacts/REQ-0019/RUN-0019-01/parsed_scenario_v1.json,2026-02-24 08:25:00,system,1
ART-0019-01-02,RUN-0019-01,REQ-0019,validation_report,1,artifacts/REQ-0019/RUN-0019-01/validation_report_v1.json,2026-02-24 08:35:00,system,1
ART-0019-01-03,RUN-0019-01,REQ-0019,optimization_result,1,artifacts/REQ-0019/RUN-0019-01/optimization_result_v1.json,2026-02-24 08:45:00,system,1
ART-0019-01-04,RUN-0019-01,REQ-0019,decision_audit,1,artifacts/REQ-0019/RUN-0019-01/decision_audit_v1.json,2026-02-24 08:55:00,system,1
ART-0019-01-05,RUN-0019-01,REQ-0019,sensitivity_report,1,artifacts/REQ-0019/RUN-0019-01/sensitivity_report_v1.json,2026-02-24 09:05:00,system,1
ART-0019-01-06,RUN-0019-01,REQ-0019,recommendation_packet,1,artifacts/REQ-0019/RUN-0019-01/recommendation_packet_v1.json,2026-02-24 09:15:00,system,1
ART-0020-01-01,RUN-0020-01,REQ-0020,parsed_scenario,1,artifacts/REQ-0020/RUN-0020-01/parsed_scenario_v1.json,2026-03-07 20:24:00,system,1
ART-0020-01-02,RUN-0020-01,REQ-0020,validation_report,1,artifacts/REQ-0020/RUN-0020-01/validation_report_v1.json,2026-03-07 20:34:00,system,1
ART-0021-01-01,RUN-0021-01,REQ-0021,parsed_scenario,1,artifacts/REQ-0021/RUN-0021-01/parsed_scenario_v1.json,2026-01-10 21:39:00,system,1
ART-0021-01-02,RUN-0021-01,REQ-0021,validation_report,1,artifacts/REQ-0021/RUN-0021-01/validation_report_v1.json,2026-01-10 21:49:00,system,1
ART-0021-01-03,RUN-0021-01,REQ-0021,optimization_result,1,artifacts/REQ-0021/RUN-0021-01/optimization_result_v1.json,2026-01-10 21:59:00,system,1
ART-0021-01-04,RUN-0021-01,REQ-0021,decision_audit,1,artifacts/REQ-0021/RUN-0021-01/decision_audit_v1.json,2026-01-10 22:09:00,system,1
ART-0021-01-05,RUN-0021-01,REQ-0021,sensitivity_report,1,artifacts/REQ-0021/RUN-0021-01/sensitivity_report_v1.json,2026-01-10 22:19:00,system,1
ART-0021-01-06,RUN-0021-01,REQ-0021,recommendation_packet,1,artifacts/REQ-0021/RUN-0021-01/recommendation_packet_v1.json,2026-01-10 22:29:00,system,1
ART-0022-01-01,RUN-0022-01,REQ-0022,parsed_scenario,1,artifacts/REQ-0022/RUN-0022-01/parsed_scenario_v1.json,2026-01-16 07:05:00,system,1
ART-0022-01-02,RUN-0022-01,REQ-0022,validation_report,1,artifacts/REQ-0022/RUN-0022-01/validation_report_v1.json,2026-01-16 07:15:00,system,1
ART-0022-01-03,RUN-0022-01,REQ-0022,optimization_result,1,artifacts/REQ-0022/RUN-0022-01/optimization_result_v1.json,2026-01-16 07:25:00,system,1
ART-0022-01-04,RUN-0022-01,REQ-0022,decision_audit,1,artifacts/REQ-0022/RUN-0022-01/decision_audit_v1.json,2026-01-16 07:35:00,system,1
ART-0022-01-05,RUN-0022-01,REQ-0022,sensitivity_report,1,artifacts/REQ-0022/RUN-0022-01/sensitivity_report_v1.json,2026-01-16 07:45:00,system,1
ART-0022-01-06,RUN-0022-01,REQ-0022,recommendation_packet,1,artifacts/REQ-0022/RUN-0022-01/recommendation_packet_v1.json,2026-01-16 07:55:00,system,1
ART-0023-01-01,RUN-0023-01,REQ-0023,parsed_scenario,1,artifacts/REQ-0023/RUN-0023-01/parsed_scenario_v1.json,2026-01-29 04:39:00,system,1
ART-0023-01-02,RUN-0023-01,REQ-0023,validation_report,1,artifacts/REQ-0023/RUN-0023-01/validation_report_v1.json,2026-01-29 04:49:00,system,1
ART-0023-01-03,RUN-0023-01,REQ-0023,optimization_result,1,artifacts/REQ-0023/RUN-0023-01/optimization_result_v1.json,2026-01-29 04:59:00,system,1
ART-0023-01-04,RUN-0023-01,REQ-0023,decision_audit,1,artifacts/REQ-0023/RUN-0023-01/decision_audit_v1.json,2026-01-29 05:09:00,system,1
ART-0023-01-05,RUN-0023-01,REQ-0023,sensitivity_report,1,artifacts/REQ-0023/RUN-0023-01/sensitivity_report_v1.json,2026-01-29 05:19:00,system,1
ART-0023-01-06,RUN-0023-01,REQ-0023,recommendation_packet,1,artifacts/REQ-0023/RUN-0023-01/recommendation_packet_v1.json,2026-01-29 05:29:00,system,1
ART-0024-01-01,RUN-0024-01,REQ-0024,parsed_scenario,1,artifacts/REQ-0024/RUN-0024-01/parsed_scenario_v1.json,2026-02-27 05:17:00,system,1
ART-0024-01-02,RUN-0024-01,REQ-0024,validation_report,1,artifacts/REQ-0024/RUN-0024-01/validation_report_v1.json,2026-02-27 05:27:00,system,1
ART-0025-01-01,RUN-0025-01,REQ-0025,parsed_scenario,1,artifacts/REQ-0025/RUN-0025-01/parsed_scenario_v1.json,2026-04-09 02:12:00,system,1
ART-0025-01-02,RUN-0025-01,REQ-0025,validation_report,1,artifacts/REQ-0025/RUN-0025-01/validation_report_v1.json,2026-04-09 02:22:00,system,1
ART-0026-01-01,RUN-0026-01,REQ-0026,parsed_scenario,1,artifacts/REQ-0026/RUN-0026-01/parsed_scenario_v1.json,2026-01-14 14:08:00,system,1
ART-0026-01-02,RUN-0026-01,REQ-0026,validation_report,1,artifacts/REQ-0026/RUN-0026-01/validation_report_v1.json,2026-01-14 14:18:00,system,1
ART-0027-01-01,RUN-0027-01,REQ-0027,parsed_scenario,1,artifacts/REQ-0027/RUN-0027-01/parsed_scenario_v1.json,2026-03-13 00:08:00,system,1
ART-0027-01-02,RUN-0027-01,REQ-0027,validation_report,1,artifacts/REQ-0027/RUN-0027-01/validation_report_v1.json,2026-03-13 00:18:00,system,1
ART-0027-01-03,RUN-0027-01,REQ-0027,optimization_result,1,artifacts/REQ-0027/RUN-0027-01/optimization_result_v1.json,2026-03-13 00:28:00,system,1
ART-0027-01-04,RUN-0027-01,REQ-0027,decision_audit,1,artifacts/REQ-0027/RUN-0027-01/decision_audit_v1.json,2026-03-13 00:38:00,system,1
ART-0027-01-05,RUN-0027-01,REQ-0027,sensitivity_report,1,artifacts/REQ-0027/RUN-0027-01/sensitivity_report_v1.json,2026-03-13 00:48:00,system,1
ART-0027-01-06,RUN-0027-01,REQ-0027,recommendation_packet,1,artifacts/REQ-0027/RUN-0027-01/recommendation_packet_v1.json,2026-03-13 00:58:00,system,1
ART-0028-01-01,RUN-0028-01,REQ-0028,parsed_scenario,1,artifacts/REQ-0028/RUN-0028-01/parsed_scenario_v1.json,2026-01-22 23:44:00,system,1
ART-0028-01-02,RUN-0028-01,REQ-0028,validation_report,1,artifacts/REQ-0028/RUN-0028-01/validation_report_v1.json,2026-01-22 23:54:00,system,1
ART-0029-01-01,RUN-0029-01,REQ-0029,parsed_scenario,1,artifacts/REQ-0029/RUN-0029-01/parsed_scenario_v1.json,2026-01-12 17:12:00,system,1
ART-0029-01-02,RUN-0029-01,REQ-0029,validation_report,1,artifacts/REQ-0029/RUN-0029-01/validation_report_v1.json,2026-01-12 17:22:00,system,1
ART-0029-01-03,RUN-0029-01,REQ-0029,optimization_result,1,artifacts/REQ-0029/RUN-0029-01/optimization_result_v1.json,2026-01-12 17:32:00,system,1
ART-0029-01-04,RUN-0029-01,REQ-0029,decision_audit,1,artifacts/REQ-0029/RUN-0029-01/decision_audit_v1.json,2026-01-12 17:42:00,system,1
ART-0029-01-05,RUN-0029-01,REQ-0029,sensitivity_report,1,artifacts/REQ-0029/RUN-0029-01/sensitivity_report_v1.json,2026-01-12 17:52:00,system,1
ART-0029-01-06,RUN-0029-01,REQ-0029,recommendation_packet,1,artifacts/REQ-0029/RUN-0029-01/recommendation_packet_v1.json,2026-01-12 18:02:00,system,1
ART-0030-01-01,RUN-0030-01,REQ-0030,parsed_scenario,1,artifacts/REQ-0030/RUN-0030-01/parsed_scenario_v1.json,2026-02-28 20:42:00,system,1
ART-0030-01-02,RUN-0030-01,REQ-0030,validation_report,1,artifacts/REQ-0030/RUN-0030-01/validation_report_v1.json,2026-02-28 20:52:00,system,1
ART-0031-01-01,RUN-0031-01,REQ-0031,parsed_scenario,1,artifacts/REQ-0031/RUN-0031-01/parsed_scenario_v1.json,2026-01-25 08:12:00,system,1
ART-0031-01-02,RUN-0031-01,REQ-0031,validation_report,1,artifacts/REQ-0031/RUN-0031-01/validation_report_v1.json,2026-01-25 08:22:00,system,1
ART-0032-01-01,RUN-0032-01,REQ-0032,parsed_scenario,1,artifacts/REQ-0032/RUN-0032-01/parsed_scenario_v1.json,2026-04-02 20:26:00,system,1
ART-0032-01-02,RUN-0032-01,REQ-0032,validation_report,1,artifacts/REQ-0032/RUN-0032-01/validation_report_v1.json,2026-04-02 20:36:00,system,1
ART-0032-01-03,RUN-0032-01,REQ-0032,optimization_result,1,artifacts/REQ-0032/RUN-0032-01/optimization_result_v1.json,2026-04-02 20:46:00,system,1
ART-0032-01-04,RUN-0032-01,REQ-0032,decision_audit,1,artifacts/REQ-0032/RUN-0032-01/decision_audit_v1.json,2026-04-02 20:56:00,system,1
ART-0032-01-05,RUN-0032-01,REQ-0032,sensitivity_report,1,artifacts/REQ-0032/RUN-0032-01/sensitivity_report_v1.json,2026-04-02 21:06:00,system,1
ART-0032-01-06,RUN-0032-01,REQ-0032,recommendation_packet,1,artifacts/REQ-0032/RUN-0032-01/recommendation_packet_v1.json,2026-04-02 21:16:00,system,1
ART-0033-01-01,RUN-0033-01,REQ-0033,parsed_scenario,1,artifacts/REQ-0033/RUN-0033-01/parsed_scenario_v1.json,2026-03-03 11:52:00,system,1
ART-0033-01-02,RUN-0033-01,REQ-0033,validation_report,1,artifacts/REQ-0033/RUN-0033-01/validation_report_v1.json,2026-03-03 12:02:00,system,1
ART-0033-01-03,RUN-0033-01,REQ-0033,optimization_result,1,artifacts/REQ-0033/RUN-0033-01/optimization_result_v1.json,2026-03-03 12:12:00,system,1
ART-0033-01-04,RUN-0033-01,REQ-0033,decision_audit,1,artifacts/REQ-0033/RUN-0033-01/decision_audit_v1.json,2026-03-03 12:22:00,system,1
ART-0033-01-05,RUN-0033-01,REQ-0033,sensitivity_report,1,artifacts/REQ-0033/RUN-0033-01/sensitivity_report_v1.json,2026-03-03 12:32:00,system,1
ART-0033-01-06,RUN-0033-01,REQ-0033,recommendation_packet,1,artifacts/REQ-0033/RUN-0033-01/recommendation_packet_v1.json,2026-03-03 12:42:00,system,1
ART-0034-01-01,RUN-0034-01,REQ-0034,parsed_scenario,1,artifacts/REQ-0034/RUN-0034-01/parsed_scenario_v1.json,2026-01-30 12:37:00,system,1
ART-0034-01-02,RUN-0034-01,REQ-0034,validation_report,1,artifacts/REQ-0034/RUN-0034-01/validation_report_v1.json,2026-01-30 12:47:00,system,1
ART-0034-01-03,RUN-0034-01,REQ-0034,optimization_result,1,artifacts/REQ-0034/RUN-0034-01/optimization_result_v1.json,2026-01-30 12:57:00,system,1
ART-0034-01-04,RUN-0034-01,REQ-0034,decision_audit,1,artifacts/REQ-0034/RUN-0034-01/decision_audit_v1.json,2026-01-30 13:07:00,system,1
ART-0034-01-05,RUN-0034-01,REQ-0034,sensitivity_report,1,artifacts/REQ-0034/RUN-0034-01/sensitivity_report_v1.json,2026-01-30 13:17:00,system,1
ART-0034-01-06,RUN-0034-01,REQ-0034,recommendation_packet,1,artifacts/REQ-0034/RUN-0034-01/recommendation_packet_v1.json,2026-01-30 13:27:00,system,1
ART-0035-01-01,RUN-0035-01,REQ-0035,parsed_scenario,1,artifacts/REQ-0035/RUN-0035-01/parsed_scenario_v1.json,2026-03-10 21:14:00,system,1
ART-0035-01-02,RUN-0035-01,REQ-0035,validation_report,1,artifacts/REQ-0035/RUN-0035-01/validation_report_v1.json,2026-03-10 21:24:00,system,1
ART-0035-01-03,RUN-0035-01,REQ-0035,optimization_result,1,artifacts/REQ-0035/RUN-0035-01/optimization_result_v1.json,2026-03-10 21:34:00,system,1
ART-0035-01-04,RUN-0035-01,REQ-0035,decision_audit,1,artifacts/REQ-0035/RUN-0035-01/decision_audit_v1.json,2026-03-10 21:44:00,system,1
ART-0035-01-05,RUN-0035-01,REQ-0035,sensitivity_report,1,artifacts/REQ-0035/RUN-0035-01/sensitivity_report_v1.json,2026-03-10 21:54:00,system,1
ART-0035-01-06,RUN-0035-01,REQ-0035,recommendation_packet,1,artifacts/REQ-0035/RUN-0035-01/recommendation_packet_v1.json,2026-03-10 22:04:00,system,1
ART-0036-01-01,RUN-0036-01,REQ-0036,parsed_scenario,1,artifacts/REQ-0036/RUN-0036-01/parsed_scenario_v1.json,2026-04-04 09:49:00,system,1
ART-0036-01-02,RUN-0036-01,REQ-0036,validation_report,1,artifacts/REQ-0036/RUN-0036-01/validation_report_v1.json,2026-04-04 09:59:00,system,1
